ball_cx, ball_cy, ball_vx, ball_vy, paddle_y, paddle_vy
615, 205, -3, -3, 328, 0
612, 202, -3, -3, 331, 3
609, 199, -3, -3, 334, 3
606, 196, -3, -3, 337, 3
603, 193, -3, -3, 340, 3
600, 190, -3, -3, 340, 0
597, 187, -3, -3, 340, 0
594, 184, -3, -3, 340, 0
591, 181, -3, -3, 340, 0
588, 178, -3, -3, 340, 0
585, 175, -3, -3, 340, 0
582, 172, -3, -3, 340, 0
579, 169, -3, -3, 340, 0
576, 166, -3, -3, 340, 0
573, 163, -3, -3, 340, 0
570, 160, -3, -3, 340, 0
567, 157, -3, -3, 340, 0
564, 154, -3, -3, 337, -3
561, 151, -3, -3, 334, -3
558, 148, -3, -3, 331, -3
555, 145, -3, -3, 328, -3
552, 142, -3, -3, 328, 0
549, 139, -3, -3, 328, 0
546, 136, -3, -3, 328, 0
543, 133, -3, -3, 328, 0
540, 130, -3, -3, 328, 0
537, 127, -3, -3, 325, -3
534, 124, -3, -3, 322, -3
531, 121, -3, -3, 319, -3
528, 118, -3, -3, 316, -3
525, 115, -3, -3, 313, -3
522, 112, -3, -3, 310, -3
519, 109, -3, -3, 307, -3
516, 106, -3, -3, 304, -3
513, 103, -3, -3, 301, -3
510, 100, -3, -3, 298, -3
507, 97, -3, -3, 295, -3
504, 94, -3, -3, 292, -3
501, 91, -3, -3, 289, -3
498, 88, -3, -3, 286, -3
495, 85, -3, -3, 283, -3
492, 82, -3, -3, 280, -3
489, 79, -3, -3, 277, -3
486, 76, -3, -3, 274, -3
483, 73, -3, -3, 271, -3
480, 70, -3, -3, 268, -3
477, 67, -3, -3, 268, 0
474, 64, -3, -3, 268, 0
471, 61, -3, -3, 268, 0
468, 58, -3, -3, 268, 0
465, 55, -3, -3, 265, -3
462, 52, -3, -3, 262, -3
459, 49, -3, -3, 259, -3
456, 46, -3, -3, 256, -3
453, 43, -3, -3, 253, -3
450, 40, -3, -3, 250, -3
447, 37, -3, -3, 247, -3
444, 34, -3, -3, 244, -3
441, 31, -3, -3, 244, 0
438, 28, -3, -3, 244, 0
435, 25, -3, -3, 244, 0
432, 22, -3, -3, 244, 0
429, 19, -3, -3, 244, 0
426, 16, -3, -3, 241, -3
423, 13, -3, -3, 238, -3
420, 10, -3, -3, 235, -3
417, 7, -3, -3, 232, -3
414, 10, -3, 3, 229, -3
411, 13, -3, 3, 226, -3
408, 16, -3, 3, 223, -3
405, 19, -3, 3, 223, 0
402, 22, -3, 3, 223, 0
399, 25, -3, 3, 223, 0
396, 28, -3, 3, 223, 0
393, 31, -3, 3, 223, 0
390, 34, -3, 3, 223, 0
387, 37, -3, 3, 223, 0
384, 40, -3, 3, 223, 0
381, 43, -3, 3, 223, 0
378, 46, -3, 3, 223, 0
375, 49, -3, 3, 223, 0
372, 52, -3, 3, 223, 0
369, 55, -3, 3, 223, 0
366, 58, -3, 3, 223, 0
363, 61, -3, 3, 223, 0
360, 64, -3, 3, 223, 0
357, 67, -3, 3, 226, 3
354, 70, -3, 3, 229, 3
351, 73, -3, 3, 232, 3
348, 76, -3, 3, 235, 3
345, 79, -3, 3, 238, 3
342, 82, -3, 3, 241, 3
339, 85, -3, 3, 244, 3
336, 88, -3, 3, 244, 0
333, 91, -3, 3, 244, 0
330, 94, -3, 3, 244, 0
327, 97, -3, 3, 244, 0
324, 100, -3, 3, 247, 3
321, 103, -3, 3, 250, 3
318, 106, -3, 3, 253, 3
315, 109, -3, 3, 256, 3
312, 112, -3, 3, 259, 3
309, 115, -3, 3, 262, 3
306, 118, -3, 3, 265, 3
303, 121, -3, 3, 265, 0
300, 124, -3, 3, 265, 0
297, 127, -3, 3, 265, 0
294, 130, -3, 3, 265, 0
291, 133, -3, 3, 265, 0
288, 136, -3, 3, 268, 3
285, 139, -3, 3, 271, 3
282, 142, -3, 3, 274, 3
279, 145, -3, 3, 277, 3
276, 148, -3, 3, 280, 3
273, 151, -3, 3, 280, 0
270, 154, -3, 3, 280, 0
267, 157, -3, 3, 280, 0
264, 160, -3, 3, 280, 0
261, 163, -3, 3, 280, 0
258, 166, -3, 3, 283, 3
255, 169, -3, 3, 286, 3
252, 172, -3, 3, 289, 3
249, 175, -3, 3, 292, 3
246, 178, -3, 3, 295, 3
243, 181, -3, 3, 298, 3
240, 184, -3, 3, 301, 3
237, 187, -3, 3, 301, 0
234, 190, -3, 3, 301, 0
231, 193, -3, 3, 301, 0
228, 196, -3, 3, 301, 0
225, 199, -3, 3, 301, 0
222, 202, -3, 3, 301, 0
219, 205, -3, 3, 301, 0
216, 208, -3, 3, 301, 0
213, 211, -3, 3, 301, 0
210, 214, -3, 3, 301, 0
207, 217, -3, 3, 301, 0
204, 220, -3, 3, 301, 0
201, 223, -3, 3, 301, 0
198, 226, -3, 3, 301, 0
195, 229, -3, 3, 301, 0
192, 232, -3, 3, 301, 0
189, 235, -3, 3, 301, 0
186, 238, -3, 3, 301, 0
183, 241, -3, 3, 301, 0
180, 244, -3, 3, 301, 0
177, 247, -3, 3, 301, 0
174, 250, -3, 3, 301, 0
171, 253, -3, 3, 301, 0
168, 256, -3, 3, 301, 0
165, 259, -3, 3, 301, 0
162, 262, -3, 3, 301, 0
159, 265, -3, 3, 301, 0
156, 268, -3, 3, 301, 0
153, 271, -3, 3, 301, 0
150, 274, -3, 3, 301, 0
147, 277, -3, 3, 301, 0
144, 280, -3, 3, 301, 0
141, 283, -3, 3, 301, 0
138, 286, -3, 3, 301, 0
135, 289, -3, 3, 301, 0
132, 292, -3, 3, 301, 0
129, 295, -3, 3, 301, 0
126, 298, -3, 3, 301, 0
123, 301, -3, 3, 301, 0
120, 304, -3, 3, 301, 0
117, 307, -3, 3, 301, 0
114, 310, -3, 3, 301, 0
111, 313, -3, 3, 301, 0
108, 316, -3, 3, 301, 0
105, 319, -3, 3, 301, 0
102, 322, -3, 3, 301, 0
99, 325, -3, 3, 301, 0
96, 328, -3, 3, 301, 0
93, 331, -3, 3, 301, 0
90, 334, -3, 3, 301, 0
87, 337, -3, 3, 301, 0
84, 340, -3, 3, 304, 3
81, 343, -3, 3, 307, 3
78, 346, -3, 3, 310, 3
75, 349, -3, 3, 313, 3
72, 352, -3, 3, 316, 3
69, 355, -3, 3, 319, 3
66, 358, -3, 3, 322, 3
63, 361, -3, 3, 325, 3
60, 364, -3, 3, 325, 0
57, 367, -3, 3, 325, 0
54, 370, -3, 3, 325, 0
51, 373, -3, 3, 325, 0
48, 376, -3, 3, 325, 0
45, 379, -3, 3, 325, 0
42, 382, -3, 3, 328, 3
39, 385, -3, 3, 331, 3
36, 388, -3, 3, 334, 3
33, 391, -3, 3, 337, 3
30, 394, -3, 3, 337, 0
27, 397, -3, 3, 337, 0
24, 400, -3, 3, 337, 0
21, 403, -3, 3, 337, 0
18, 406, -3, 3, 337, 0
15, 409, -3, 3, 337, 0
12, 412, -3, 3, 337, 0
9, 415, -3, 3, 337, 0
12, 418, 3, 3, 337, 0
15, 421, 3, 3, 337, 0
18, 424, 3, 3, 337, 0
21, 427, 3, 3, 337, 0
24, 430, 3, 3, 337, 0
27, 433, 3, 3, 337, 0
30, 436, 3, 3, 337, 0
33, 439, 3, 3, 337, 0
36, 442, 3, 3, 337, 0
39, 445, 3, 3, 337, 0
42, 448, 3, 3, 337, 0
45, 451, 3, 3, 337, 0
48, 454, 3, 3, 337, 0
51, 457, 3, 3, 340, 3
54, 460, 3, 3, 343, 3
57, 463, 3, 3, 346, 3
60, 466, 3, 3, 349, 3
63, 469, 3, 3, 352, 3
66, 472, 3, 3, 355, 3
69, 475, 3, 3, 355, 0
72, 478, 3, 3, 355, 0
75, 481, 3, 3, 355, 0
78, 484, 3, 3, 355, 0
81, 487, 3, 3, 355, 0
84, 490, 3, 3, 355, 0
87, 493, 3, 3, 355, 0
90, 496, 3, 3, 358, 3
93, 499, 3, 3, 361, 3
96, 502, 3, 3, 364, 3
99, 505, 3, 3, 367, 3
102, 508, 3, 3, 367, 0
105, 511, 3, 3, 367, 0
108, 514, 3, 3, 367, 0
111, 517, 3, 3, 367, 0
114, 520, 3, 3, 367, 0
117, 523, 3, 3, 367, 0
120, 526, 3, 3, 367, 0
123, 529, 3, 3, 367, 0
126, 532, 3, 3, 367, 0
129, 535, 3, 3, 367, 0
132, 538, 3, 3, 367, 0
135, 541, 3, 3, 367, 0
138, 544, 3, 3, 367, 0
141, 547, 3, 3, 367, 0
144, 550, 3, 3, 367, 0
147, 553, 3, 3, 367, 0
150, 556, 3, 3, 367, 0
153, 559, 3, 3, 367, 0
156, 562, 3, 3, 367, 0
159, 565, 3, 3, 364, -3
162, 568, 3, 3, 361, -3
165, 571, 3, 3, 358, -3
168, 574, 3, 3, 355, -3
171, 577, 3, 3, 352, -3
174, 580, 3, 3, 349, -3
177, 583, 3, 3, 346, -3
180, 586, 3, 3, 343, -3
183, 589, 3, 3, 340, -3
186, 592, 3, 3, 337, -3
189, 589, 3, -3, 334, -3
192, 586, 3, -3, 331, -3
195, 583, 3, -3, 328, -3
198, 580, 3, -3, 325, -3
201, 577, 3, -3, 322, -3
204, 574, 3, -3, 319, -3
207, 571, 3, -3, 316, -3
210, 568, 3, -3, 313, -3
213, 565, 3, -3, 313, 0
216, 562, 3, -3, 313, 0
219, 559, 3, -3, 313, 0
222, 556, 3, -3, 310, -3
225, 553, 3, -3, 307, -3
228, 550, 3, -3, 304, -3
231, 547, 3, -3, 301, -3
234, 544, 3, -3, 298, -3
237, 541, 3, -3, 295, -3
240, 538, 3, -3, 292, -3
243, 535, 3, -3, 289, -3
246, 532, 3, -3, 286, -3
249, 529, 3, -3, 283, -3
252, 526, 3, -3, 283, 0
255, 523, 3, -3, 283, 0
258, 520, 3, -3, 283, 0
261, 517, 3, -3, 283, 0
264, 514, 3, -3, 283, 0
267, 511, 3, -3, 283, 0
270, 508, 3, -3, 280, -3
273, 505, 3, -3, 277, -3
276, 502, 3, -3, 274, -3
279, 499, 3, -3, 271, -3
282, 496, 3, -3, 268, -3
285, 493, 3, -3, 268, 0
288, 490, 3, -3, 268, 0
291, 487, 3, -3, 268, 0
294, 484, 3, -3, 268, 0
297, 481, 3, -3, 265, -3
300, 478, 3, -3, 262, -3
303, 475, 3, -3, 259, -3
306, 472, 3, -3, 256, -3
309, 469, 3, -3, 253, -3
312, 466, 3, -3, 253, 0
315, 463, 3, -3, 253, 0
318, 460, 3, -3, 253, 0
321, 457, 3, -3, 253, 0
324, 454, 3, -3, 253, 0
327, 451, 3, -3, 250, -3
330, 448, 3, -3, 247, -3
333, 445, 3, -3, 244, -3
336, 442, 3, -3, 241, -3
339, 439, 3, -3, 238, -3
342, 436, 3, -3, 235, -3
345, 433, 3, -3, 235, 0
348, 430, 3, -3, 235, 0
351, 427, 3, -3, 235, 0
354, 424, 3, -3, 235, 0
357, 421, 3, -3, 235, 0
360, 418, 3, -3, 232, -3
363, 415, 3, -3, 229, -3
366, 412, 3, -3, 226, -3
369, 409, 3, -3, 223, -3
372, 406, 3, -3, 220, -3
375, 403, 3, -3, 217, -3
378, 400, 3, -3, 217, 0
381, 397, 3, -3, 217, 0
384, 394, 3, -3, 217, 0
387, 391, 3, -3, 217, 0
390, 388, 3, -3, 214, -3
393, 385, 3, -3, 211, -3
396, 382, 3, -3, 208, -3
399, 379, 3, -3, 205, -3
402, 376, 3, -3, 202, -3
405, 373, 3, -3, 199, -3
408, 370, 3, -3, 196, -3
411, 367, 3, -3, 193, -3
414, 364, 3, -3, 190, -3
417, 361, 3, -3, 187, -3
420, 358, 3, -3, 184, -3
423, 355, 3, -3, 181, -3
426, 352, 3, -3, 178, -3
429, 349, 3, -3, 175, -3
432, 346, 3, -3, 172, -3
435, 343, 3, -3, 169, -3
438, 340, 3, -3, 166, -3
441, 337, 3, -3, 163, -3
444, 334, 3, -3, 160, -3
447, 331, 3, -3, 157, -3
450, 328, 3, -3, 154, -3
453, 325, 3, -3, 151, -3
456, 322, 3, -3, 148, -3
459, 319, 3, -3, 145, -3
462, 316, 3, -3, 145, 0
465, 313, 3, -3, 145, 0
468, 310, 3, -3, 145, 0
471, 307, 3, -3, 145, 0
474, 304, 3, -3, 145, 0
477, 301, 3, -3, 145, 0
480, 298, 3, -3, 145, 0
483, 295, 3, -3, 145, 0
486, 292, 3, -3, 142, -3
489, 289, 3, -3, 139, -3
492, 286, 3, -3, 136, -3
495, 283, 3, -3, 133, -3
498, 280, 3, -3, 130, -3
501, 277, 3, -3, 130, 0
504, 274, 3, -3, 130, 0
507, 271, 3, -3, 130, 0
510, 268, 3, -3, 130, 0
513, 265, 3, -3, 130, 0
516, 262, 3, -3, 130, 0
519, 259, 3, -3, 127, -3
522, 256, 3, -3, 124, -3
525, 253, 3, -3, 121, -3
528, 250, 3, -3, 118, -3
531, 247, 3, -3, 115, -3
534, 244, 3, -3, 115, 0
537, 241, 3, -3, 115, 0
540, 238, 3, -3, 115, 0
543, 235, 3, -3, 115, 0
546, 232, 3, -3, 115, 0
549, 229, 3, -3, 115, 0
552, 226, 3, -3, 112, -3
555, 223, 3, -3, 109, -3
558, 220, 3, -3, 106, -3
561, 217, 3, -3, 103, -3
564, 214, 3, -3, 103, 0
567, 211, 3, -3, 103, 0
570, 208, 3, -3, 103, 0
573, 205, 3, -3, 103, 0
576, 202, 3, -3, 103, 0
579, 199, 3, -3, 103, 0
582, 196, 3, -3, 103, 0
585, 193, 3, -3, 100, -3
588, 190, 3, -3, 97, -3
591, 187, 3, -3, 94, -3
594, 184, 3, -3, 91, -3
597, 181, 3, -3, 91, 0
600, 178, 3, -3, 91, 0
603, 175, 3, -3, 91, 0
606, 172, 3, -3, 91, 0
609, 169, 3, -3, 91, 0
612, 166, 3, -3, 91, 0
615, 163, 3, -3, 91, 0
618, 160, 3, -3, 91, 0
621, 157, 3, -3, 91, 0
624, 154, 3, -3, 91, 0
627, 151, 3, -3, 91, 0
630, 148, 3, -3, 91, 0
633, 145, 3, -3, 91, 0
636, 142, 3, -3, 91, 0
639, 139, 3, -3, 91, 0
642, 136, 3, -3, 91, 0
645, 133, 3, -3, 91, 0
648, 130, 3, -3, 91, 0
651, 127, 3, -3, 91, 0
654, 124, 3, -3, 91, 0
657, 121, 3, -3, 91, 0
660, 118, 3, -3, 91, 0
663, 115, 3, -3, 91, 0
666, 112, 3, -3, 91, 0
669, 109, 3, -3, 91, 0
672, 106, 3, -3, 91, 0
675, 103, 3, -3, 91, 0
678, 100, 3, -3, 91, 0
681, 97, 3, -3, 91, 0
684, 94, 3, -3, 91, 0
687, 91, 3, -3, 91, 0
690, 88, 3, -3, 91, 0
693, 85, 3, -3, 91, 0
696, 82, 3, -3, 91, 0
699, 79, 3, -3, 91, 0
702, 76, 3, -3, 91, 0
705, 73, 3, -3, 91, 0
708, 70, 3, -3, 91, 0
711, 67, 3, -3, 91, 0
714, 64, 3, -3, 88, -3
717, 61, 3, -3, 85, -3
720, 58, 3, -3, 82, -3
723, 55, 3, -3, 79, -3
726, 52, 3, -3, 76, -3
729, 49, 3, -3, 73, -3
732, 46, 3, -3, 70, -3
735, 43, 3, -3, 67, -3
738, 40, 3, -3, 64, -3
741, 37, 3, -3, 61, -3
744, 34, 3, -3, 58, -3
747, 31, 3, -3, 55, -3
750, 28, 3, -3, 52, -3
753, 25, 3, -3, 49, -3
756, 22, 3, -3, 46, -3
759, 19, 3, -3, 43, -3
762, 16, 3, -3, 40, -3
765, 13, 3, -3, 37, -3
768, 10, 3, -3, 34, -3
771, 7, 3, -3, 31, -3
774, 10, 3, 3, 28, -3
777, 13, 3, 3, 25, -3
780, 16, 3, 3, 22, -3
783, 19, 3, 3, 19, -3
786, 22, 3, 3, 16, -3
783, 19, -3, -3, 13, -3
780, 16, -3, -3, 10, -3
777, 13, -3, -3, 7, -3
774, 10, -3, -3, 4, -3
771, 7, -3, -3, 1, -3
768, 10, -3, 3, -2, -3
765, 13, -3, 3, -2, 0
762, 16, -3, 3, -2, 0
759, 19, -3, 3, -2, 0
756, 22, -3, 3, -2, 0
753, 25, -3, 3, -2, 0
750, 28, -3, 3, -2, 0
747, 31, -3, 3, -2, 0
744, 34, -3, 3, -2, 0
741, 37, -3, 3, -2, 0
738, 40, -3, 3, -2, 0
735, 43, -3, 3, -2, 0
732, 46, -3, 3, -2, 0
729, 49, -3, 3, -2, 0
726, 52, -3, 3, -2, 0
723, 55, -3, 3, -2, 0
720, 58, -3, 3, -2, 0
717, 61, -3, 3, -2, 0
714, 64, -3, 3, -2, 0
711, 67, -3, 3, -2, 0
708, 70, -3, 3, -2, 0
705, 73, -3, 3, -2, 0
702, 76, -3, 3, -2, 0
699, 79, -3, 3, -2, 0
696, 82, -3, 3, -2, 0
693, 85, -3, 3, -2, 0
690, 88, -3, 3, -2, 0
687, 91, -3, 3, -2, 0
684, 94, -3, 3, -2, 0
681, 97, -3, 3, -2, 0
678, 100, -3, 3, -2, 0
675, 103, -3, 3, -2, 0
672, 106, -3, 3, -2, 0
669, 109, -3, 3, -2, 0
666, 112, -3, 3, -2, 0
663, 115, -3, 3, -2, 0
660, 118, -3, 3, -2, 0
657, 121, -3, 3, -2, 0
654, 124, -3, 3, -2, 0
651, 127, -3, 3, -2, 0
648, 130, -3, 3, -2, 0
645, 133, -3, 3, -2, 0
642, 136, -3, 3, -2, 0
639, 139, -3, 3, -2, 0
636, 142, -3, 3, -2, 0
633, 145, -3, 3, -2, 0
630, 148, -3, 3, -2, 0
627, 151, -3, 3, -2, 0
624, 154, -3, 3, -2, 0
621, 157, -3, 3, -2, 0
618, 160, -3, 3, -2, 0
615, 163, -3, 3, -2, 0
612, 166, -3, 3, -2, 0
609, 169, -3, 3, -2, 0
606, 172, -3, 3, -2, 0
603, 175, -3, 3, -2, 0
600, 178, -3, 3, -2, 0
597, 181, -3, 3, -2, 0
594, 184, -3, 3, -2, 0
591, 187, -3, 3, -2, 0
588, 190, -3, 3, -2, 0
585, 193, -3, 3, -2, 0
582, 196, -3, 3, -2, 0
579, 199, -3, 3, -2, 0
576, 202, -3, 3, -2, 0
573, 205, -3, 3, -2, 0
570, 208, -3, 3, -2, 0
567, 211, -3, 3, -2, 0
564, 214, -3, 3, -2, 0
561, 217, -3, 3, -2, 0
558, 220, -3, 3, -2, 0
555, 223, -3, 3, -2, 0
552, 226, -3, 3, -2, 0
549, 229, -3, 3, -2, 0
546, 232, -3, 3, -2, 0
543, 235, -3, 3, -2, 0
540, 238, -3, 3, -2, 0
537, 241, -3, 3, -2, 0
534, 244, -3, 3, -2, 0
531, 247, -3, 3, -2, 0
528, 250, -3, 3, -2, 0
525, 253, -3, 3, -2, 0
522, 256, -3, 3, -2, 0
519, 259, -3, 3, -2, 0
516, 262, -3, 3, -2, 0
513, 265, -3, 3, -2, 0
510, 268, -3, 3, -2, 0
507, 271, -3, 3, -2, 0
504, 274, -3, 3, -2, 0
501, 277, -3, 3, -2, 0
498, 280, -3, 3, -2, 0
495, 283, -3, 3, -2, 0
492, 286, -3, 3, -2, 0
489, 289, -3, 3, -2, 0
486, 292, -3, 3, -2, 0
483, 295, -3, 3, -2, 0
480, 298, -3, 3, -2, 0
477, 301, -3, 3, -2, 0
474, 304, -3, 3, -2, 0
471, 307, -3, 3, -2, 0
468, 310, -3, 3, -2, 0
465, 313, -3, 3, -2, 0
462, 316, -3, 3, -2, 0
459, 319, -3, 3, -2, 0
456, 322, -3, 3, -2, 0
453, 325, -3, 3, -2, 0
450, 328, -3, 3, -2, 0
447, 331, -3, 3, -2, 0
444, 334, -3, 3, -2, 0
441, 337, -3, 3, -2, 0
438, 340, -3, 3, -2, 0
435, 343, -3, 3, -2, 0
432, 346, -3, 3, -2, 0
429, 349, -3, 3, 1, 3
426, 352, -3, 3, 4, 3
423, 355, -3, 3, 7, 3
420, 358, -3, 3, 10, 3
417, 361, -3, 3, 13, 3
414, 364, -3, 3, 16, 3
411, 367, -3, 3, 19, 3
408, 370, -3, 3, 22, 3
405, 373, -3, 3, 25, 3
402, 376, -3, 3, 28, 3
399, 379, -3, 3, 31, 3
396, 382, -3, 3, 34, 3
393, 385, -3, 3, 37, 3
390, 388, -3, 3, 40, 3
387, 391, -3, 3, 43, 3
384, 394, -3, 3, 46, 3
381, 397, -3, 3, 49, 3
378, 400, -3, 3, 52, 3
375, 403, -3, 3, 55, 3
372, 406, -3, 3, 58, 3
369, 409, -3, 3, 61, 3
366, 412, -3, 3, 64, 3
363, 415, -3, 3, 67, 3
360, 418, -3, 3, 70, 3
357, 421, -3, 3, 73, 3
354, 424, -3, 3, 76, 3
351, 427, -3, 3, 79, 3
348, 430, -3, 3, 82, 3
345, 433, -3, 3, 85, 3
342, 436, -3, 3, 88, 3
339, 439, -3, 3, 91, 3
336, 442, -3, 3, 94, 3
333, 445, -3, 3, 97, 3
330, 448, -3, 3, 100, 3
327, 451, -3, 3, 103, 3
324, 454, -3, 3, 106, 3
321, 457, -3, 3, 109, 3
318, 460, -3, 3, 112, 3
315, 463, -3, 3, 115, 3
312, 466, -3, 3, 118, 3
309, 469, -3, 3, 121, 3
306, 472, -3, 3, 124, 3
303, 475, -3, 3, 127, 3
300, 478, -3, 3, 130, 3
297, 481, -3, 3, 133, 3
294, 484, -3, 3, 136, 3
291, 487, -3, 3, 139, 3
288, 490, -3, 3, 142, 3
285, 493, -3, 3, 145, 3
282, 496, -3, 3, 148, 3
279, 499, -3, 3, 151, 3
276, 502, -3, 3, 154, 3
273, 505, -3, 3, 157, 3
270, 508, -3, 3, 160, 3
267, 511, -3, 3, 163, 3
264, 514, -3, 3, 166, 3
261, 517, -3, 3, 169, 3
258, 520, -3, 3, 172, 3
255, 523, -3, 3, 175, 3
252, 526, -3, 3, 178, 3
249, 529, -3, 3, 181, 3
246, 532, -3, 3, 184, 3
243, 535, -3, 3, 187, 3
240, 538, -3, 3, 190, 3
237, 541, -3, 3, 193, 3
234, 544, -3, 3, 196, 3
231, 547, -3, 3, 199, 3
228, 550, -3, 3, 202, 3
225, 553, -3, 3, 205, 3
222, 556, -3, 3, 205, 0
219, 559, -3, 3, 205, 0
216, 562, -3, 3, 205, 0
213, 565, -3, 3, 205, 0
210, 568, -3, 3, 205, 0
207, 571, -3, 3, 205, 0
204, 574, -3, 3, 205, 0
201, 577, -3, 3, 205, 0
198, 580, -3, 3, 205, 0
195, 583, -3, 3, 205, 0
192, 586, -3, 3, 205, 0
189, 589, -3, 3, 205, 0
186, 592, -3, 3, 205, 0
183, 589, -3, -3, 205, 0
180, 586, -3, -3, 205, 0
177, 583, -3, -3, 205, 0
174, 580, -3, -3, 205, 0
171, 577, -3, -3, 205, 0
168, 574, -3, -3, 202, -3
165, 571, -3, -3, 199, -3
162, 568, -3, -3, 196, -3
159, 565, -3, -3, 193, -3
156, 562, -3, -3, 190, -3
153, 559, -3, -3, 187, -3
150, 556, -3, -3, 184, -3
147, 553, -3, -3, 181, -3
144, 550, -3, -3, 181, 0
141, 547, -3, -3, 181, 0
138, 544, -3, -3, 181, 0
135, 541, -3, -3, 181, 0
132, 538, -3, -3, 181, 0
129, 535, -3, -3, 181, 0
126, 532, -3, -3, 181, 0
123, 529, -3, -3, 181, 0
120, 526, -3, -3, 181, 0
117, 523, -3, -3, 181, 0
114, 520, -3, -3, 181, 0
111, 517, -3, -3, 181, 0
108, 514, -3, -3, 181, 0
105, 511, -3, -3, 181, 0
102, 508, -3, -3, 181, 0
99, 505, -3, -3, 181, 0
96, 502, -3, -3, 181, 0
93, 499, -3, -3, 181, 0
90, 496, -3, -3, 181, 0
87, 493, -3, -3, 181, 0
84, 490, -3, -3, 181, 0
81, 487, -3, -3, 181, 0
78, 484, -3, -3, 181, 0
75, 481, -3, -3, 181, 0
72, 478, -3, -3, 181, 0
69, 475, -3, -3, 181, 0
66, 472, -3, -3, 181, 0
63, 469, -3, -3, 178, -3
60, 466, -3, -3, 175, -3
57, 463, -3, -3, 172, -3
54, 460, -3, -3, 169, -3
51, 457, -3, -3, 166, -3
48, 454, -3, -3, 166, 0
45, 451, -3, -3, 166, 0
42, 448, -3, -3, 166, 0
39, 445, -3, -3, 166, 0
36, 442, -3, -3, 166, 0
33, 439, -3, -3, 166, 0
30, 436, -3, -3, 166, 0
27, 433, -3, -3, 163, -3
24, 430, -3, -3, 160, -3
21, 427, -3, -3, 157, -3
18, 424, -3, -3, 157, 0
15, 421, -3, -3, 157, 0
12, 418, -3, -3, 157, 0
9, 415, -3, -3, 157, 0
12, 412, 3, -3, 157, 0
15, 409, 3, -3, 157, 0
18, 406, 3, -3, 157, 0
21, 403, 3, -3, 157, 0
24, 400, 3, -3, 157, 0
27, 397, 3, -3, 157, 0
30, 394, 3, -3, 157, 0
33, 391, 3, -3, 157, 0
36, 388, 3, -3, 157, 0
39, 385, 3, -3, 157, 0
42, 382, 3, -3, 157, 0
45, 379, 3, -3, 157, 0
48, 376, 3, -3, 157, 0
51, 373, 3, -3, 157, 0
54, 370, 3, -3, 157, 0
57, 367, 3, -3, 157, 0
60, 364, 3, -3, 157, 0
63, 361, 3, -3, 157, 0
66, 358, 3, -3, 157, 0
69, 355, 3, -3, 157, 0
72, 352, 3, -3, 157, 0
75, 349, 3, -3, 160, 3
78, 346, 3, -3, 163, 3
81, 343, 3, -3, 166, 3
84, 340, 3, -3, 169, 3
87, 337, 3, -3, 172, 3
90, 334, 3, -3, 175, 3
93, 331, 3, -3, 178, 3
96, 328, 3, -3, 181, 3
99, 325, 3, -3, 184, 3
102, 322, 3, -3, 187, 3
105, 319, 3, -3, 190, 3
108, 316, 3, -3, 193, 3
111, 313, 3, -3, 196, 3
114, 310, 3, -3, 199, 3
117, 307, 3, -3, 202, 3
120, 304, 3, -3, 205, 3
123, 301, 3, -3, 208, 3
126, 298, 3, -3, 211, 3
129, 295, 3, -3, 214, 3
132, 292, 3, -3, 217, 3
135, 289, 3, -3, 220, 3
138, 286, 3, -3, 223, 3
141, 283, 3, -3, 226, 3
144, 280, 3, -3, 229, 3
147, 277, 3, -3, 232, 3
150, 274, 3, -3, 235, 3
153, 271, 3, -3, 238, 3
156, 268, 3, -3, 241, 3
159, 265, 3, -3, 244, 3
162, 262, 3, -3, 247, 3
165, 259, 3, -3, 250, 3
168, 256, 3, -3, 253, 3
171, 253, 3, -3, 256, 3
174, 250, 3, -3, 259, 3
177, 247, 3, -3, 262, 3
180, 244, 3, -3, 265, 3
183, 241, 3, -3, 268, 3
186, 238, 3, -3, 271, 3
189, 235, 3, -3, 274, 3
192, 232, 3, -3, 277, 3
195, 229, 3, -3, 280, 3
198, 226, 3, -3, 283, 3
201, 223, 3, -3, 286, 3
204, 220, 3, -3, 289, 3
207, 217, 3, -3, 292, 3
210, 214, 3, -3, 292, 0
213, 211, 3, -3, 292, 0
216, 208, 3, -3, 292, 0
219, 205, 3, -3, 292, 0
222, 202, 3, -3, 292, 0
225, 199, 3, -3, 292, 0
228, 196, 3, -3, 292, 0
231, 193, 3, -3, 292, 0
234, 190, 3, -3, 292, 0
237, 187, 3, -3, 292, 0
240, 184, 3, -3, 292, 0
243, 181, 3, -3, 292, 0
246, 178, 3, -3, 292, 0
249, 175, 3, -3, 292, 0
252, 172, 3, -3, 292, 0
255, 169, 3, -3, 292, 0
258, 166, 3, -3, 292, 0
261, 163, 3, -3, 292, 0
264, 160, 3, -3, 292, 0
267, 157, 3, -3, 292, 0
270, 154, 3, -3, 292, 0
273, 151, 3, -3, 292, 0
276, 148, 3, -3, 292, 0
279, 145, 3, -3, 292, 0
282, 142, 3, -3, 292, 0
285, 139, 3, -3, 292, 0
288, 136, 3, -3, 292, 0
291, 133, 3, -3, 292, 0
294, 130, 3, -3, 292, 0
297, 127, 3, -3, 292, 0
300, 124, 3, -3, 292, 0
303, 121, 3, -3, 292, 0
306, 118, 3, -3, 292, 0
309, 115, 3, -3, 292, 0
